id,ux,uy,uz,magnitude
80331,-0.1940050889,-0.4356939196,0.8789384699,2.730000
61941,-0.9832215539,-0.1806542234,-0.0252869032,2.740000
52419,-0.4079833878,0.1425628704,-0.9017900993,2.740000
72622,-0.7060804056,-0.6519843343,-0.2763455965,2.750000
26241,0.1064195040,0.9889758344,-0.1029644992,2.750000
65109,-0.7525929984,-0.2761030483,-0.5978050564,2.750000
86742,-0.0718278039,-0.9942318674,0.0796477273,2.760000
84345,-0.1904304289,-0.9497205311,0.2485300074,2.780000
80816,-0.3552656806,-0.8599929443,0.3663310414,2.780000
23875,0.2247103326,0.9703831309,-0.0886670501,2.780000
85670,-0.0786745648,-0.6064247505,0.7912391135,2.790000
59747,-0.5176561020,-0.0342544537,-0.8549027971,2.790000
76297,-0.4447634973,-0.6073597556,-0.6582549344,2.800000
25606,0.1291460710,0.9261120899,-0.3544540722,2.810000
81693,-0.2868457338,-0.8019236051,0.5240592109,2.810000
2021,0.2192411168,0.0249874941,-0.9753506845,2.820000
81266,-0.3162054152,-0.8224809662,-0.4727993185,2.820000
90496,0.1099481171,-0.8964465254,-0.4292959803,2.820000
77952,-0.2317957746,-0.3824837966,-0.8944142576,2.830000
1067,0.9634827244,0.0557059336,0.2619119867,2.830000
39757,-0.4814086372,0.7738532952,-0.4115784271,2.830000
85792,-0.0789827760,-0.6395778857,-0.7646579949,2.840000
85258,-0.0853668654,-0.5594989806,-0.8244230643,2.840000
18246,0.4432480350,0.7242522178,0.5281949493,2.840000
17702,0.4988647587,0.7644193446,0.4084079065,2.850000
63608,-0.9458620617,-0.2630639980,0.1901112652,2.850000
107556,0.8034777705,-0.5265438785,-0.2778039170,2.850000
9236,0.4135628346,0.2358537733,-0.8793968271,2.860000
97165,0.3119630521,-0.6327642369,0.7087231297,2.860000
30343,-0.0924007226,0.9191606879,0.3828912851,2.870000
74946,-0.2350330448,-0.2773990394,-0.9315627949,2.870000
110130,0.4482061458,-0.2125894513,-0.8682839260,2.870000
13847,0.5433317454,0.5351410577,-0.6468497993,2.880000
94141,0.2797708542,-0.8905178389,-0.3587565300,2.880000
36188,-0.3672854041,0.9188673379,0.1441674279,2.890000
78265,-0.4528499600,-0.7753603052,-0.4401628232,2.890000
63125,-0.7612517960,-0.1898726354,0.6200355517,2.890000
80112,-0.3769100448,-0.8193516512,-0.4319741772,2.900000
106278,0.7937102352,-0.6004989381,-0.0970828918,2.900000
18532,0.3891592421,0.6597016448,0.6429220980,2.900000
14328,0.4116467339,0.4292482452,0.8039234481,2.910000
48002,-0.3525795023,0.2309384552,-0.9068379814,2.920000
112158,0.8157809762,-0.2848726217,0.5033378471,2.930000
60965,-0.9506136369,-0.1245542768,-0.2842884898,2.940000
32768,-0.1371681973,0.6195250182,-0.7728995002,2.940000
109074,0.8783541837,-0.4779777738,-0.0055835260,2.950000
18543,0.4933825267,0.8378566798,-0.2336019401,2.970000
47908,-0.7627924471,0.5055999938,0.4031331404,2.970000
26451,0.0908327045,0.9282531053,0.3606876658,2.970000
88635,0.0218440736,-0.8620138343,-0.5064138485,2.980000
64962,-0.8653543082,-0.3103679468,-0.3934890836,2.990000
93747,0.2733449196,-0.9315980422,0.2395989205,2.990000
87073,-0.0414006166,-0.7634957124,-0.6444845119,2.990000
54539,-0.6961348026,0.1554092272,0.7008882284,3.000000
108085,0.6775430649,-0.4154763269,-0.6068894603,3.000000
10064,0.6918412066,0.4388373820,0.5733912251,3.000000
75097,-0.1996425266,-0.2394634658,0.9501579396,3.000000
82514,-0.2306690638,-0.7529594026,-0.6163147905,3.000000
17358,0.3783196078,0.5552510623,0.7406554747,3.010000
33977,-0.2483874936,0.8803555531,-0.4040764198,3.020000
59316,-0.9221777800,-0.0407577720,-0.3846127222,3.020000
30122,-0.0766100065,0.8620747370,-0.5009571386,3.020000
23416,0.1807385857,0.6984734808,0.6924365388,3.030000
71075,-0.6181773079,-0.4832951180,0.6199053516,3.040000
62322,-0.3652797914,-0.0747774553,-0.9278895442,3.040000
100345,0.5580889950,-0.7895856208,-0.2551298122,3.050000
95947,0.3405817407,-0.8149749415,0.4688495735,3.050000
50801,-0.6819649233,0.3096176989,0.6626165738,3.060000
32246,-0.1724828052,0.8887564872,0.4246899909,3.060000
94376,0.1183322955,-0.3611770593,0.9249587016,3.070000
89642,0.0615416800,-0.7987533277,-0.5985029182,3.100000
56561,-0.4511500516,0.0478566509,-0.8911640544,3.110000
52943,-0.9154128956,0.2902661980,-0.2788633445,3.110000
43813,-0.6890185397,0.7173029826,0.1035851487,3.110000
101772,0.4304505431,-0.5241832411,-0.7348089954,3.110000
84379,-0.1769226850,-0.8900844595,0.4200571611,3.120000
44127,-0.4711032443,0.4744421791,0.7436170734,3.120000
27628,0.0319916282,0.8107827192,-0.5844723415,3.120000
83081,-0.1480179697,-0.5393915913,-0.8289435396,3.120000
73334,-0.5265378120,-0.5226958139,-0.6704826759,3.130000
45860,-0.6345482441,0.5275228028,0.5648612382,3.140000
46701,-0.4334502444,0.3289456324,-0.8389968156,3.160000
84380,-0.1560375032,-0.7852829494,0.5991518898,3.160000
83895,-0.0911439653,-0.4010524074,0.9115095963,3.170000
92041,0.1763491164,-0.8734551270,-0.4538470339,3.170000
46853,-0.4965924312,0.3714371474,0.7844937239,3.170000
31685,-0.1195731594,0.7191438543,-0.6844957096,3.170000
23767,0.1739098495,0.7316383556,0.6591363143,3.180000
71908,-0.3210479567,-0.2754031716,-0.9061353666,3.180000
87261,-0.0353053804,-0.7974011183,-0.6024159582,3.190000
83000,-0.2650762616,-0.9503682466,0.1628949707,3.190000
23685,0.2179869769,0.8986753820,-0.3806103463,3.190000
22449,0.2990998663,0.9464934685,0.1211997693,3.190000
104732,0.6444660787,-0.5755279818,0.5034193238,3.210000
116727,0.2133017233,-0.0192790927,0.9767961361,3.210000
75141,-0.4842152519,-0.5841285575,-0.6514057247,3.220000
89962,0.0926685089,-0.9944079016,-0.0506504951,3.230000
